doi,title,publisher,publication_year,cited_by_count,pdf_url,open_access,download_status
10.1016/j.xcrp.2024.102254,Area-selective deposition of lateral van der Waals semiconductor heterostructures,Elsevier BV,2024,3,,True,Pending
10.1002/adhm.202403149,Area Selective Atomic Layer Deposition for the Use on Active Implants: An Overview of Available Process Technology,Wiley,2024,3,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adhm.202403149,True,Pending
10.3390/nano14141212,Area-Selective Atomic Layer Deposition of Ru Using Carbonyl-Based Precursor and Oxygen Co-Reactant: Understanding Defect Formation Mechanisms,Multidisciplinary Digital Publishing Institute,2024,2,https://www.mdpi.com/2079-4991/14/14/1212/pdf?version=1721200561,True,Pending
10.35848/1347-4065/ad9481,Development of hybrid bonding using area-selective passivation layer deposition technology on various substrates for heterogeneous integrated structure,Institute of Physics,2024,1,https://iopscience.iop.org/article/10.35848/1347-4065/ad9481/pdf,True,Pending
10.1021/acsomega.3c08717,"A Review of Synthesis Methods, Modifications, and Mechanisms of ZnO/TiO<sub>2</sub>-Based Photocatalysts for Photodegradation of Contaminants",American Chemical Society,2024,243,https://pubs.acs.org/doi/pdf/10.1021/acsomega.3c08717,True,Pending
10.1002/adfm.202407217,Built‐In Electric Field Enhancement Strategy Induced by Cross‐Dimensional Nano‐Heterointerface Design for Electromagnetic Wave Absorption,Wiley,2024,87,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202407217,True,Pending
10.1016/j.ccr.2024.215942,"ZnO nanostructures – Future frontiers in photocatalysis, solar cells, sensing, supercapacitor, fingerprint technologies, toxicity, and clinical diagnostics",Elsevier BV,2024,84,,True,Pending
10.1016/j.catcom.2024.106914,"Synthesis, properties, and utilization of carbon quantum dots as photocatalysts on degradation of organic dyes: A mini review",Elsevier BV,2024,66,,True,Pending
10.1002/anie.202416453,Single‐Atom Catalysts on C<sub>3</sub>N<sub>4</sub>: Minimizing Single Atom Pt Loading for Maximized Photocatalytic Hydrogen Production Efficiency,Wiley,2024,53,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202416453,True,Pending
10.1021/jacs.3c12630,Tuning Energy Transfer Pathways in Halide Perovskite–Dye Hybrids through Bandgap Engineering,American Chemical Society,2024,43,,True,Pending
10.1002/advs.202306798,Colloidal InAs Quantum Dot‐Based Infrared Optoelectronics Enabled by Universal Dual‐Ligand Passivation,Wiley,2024,35,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202306798,True,Pending
10.1002/advs.202304046,Precise Design of TiO<sub>2</sub>@CoO<sub>x</sub> Heterostructure via Atomic Layer Deposition for Synergistic Sono‐Chemodynamic Oncotherapy,Wiley,2024,31,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202304046,True,Pending
10.1002/admi.202301097,Reliability Engineering of High‐Mobility IGZO Transistors via Gate Insulator Heterostructures Grown by Atomic Layer Deposition,Wiley,2024,31,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202301097,True,Pending
10.1021/acsenergylett.4c01240,Tailoring the Surface Termination of BiVO<sub>4</sub> Photoanodes Using Ammonium Metavanadate Enhances the Solar Water Oxidation Performance,American Chemical Society,2024,31,,True,Pending
10.1002/solr.202400268,Investigation of the Ag–Si Contact Characteristics of Boron Emitters for n‐Tunnel Oxide‐Passivated Contact Solar Cells Metallized by Laser‐Assisted Current Injection Treatment,Wiley,2024,23,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/solr.202400268,True,Pending
10.1088/1402-4896/ad1e44,A review of novel methods to improve the optical and electrical properties of n-type and p-type sulphides and oxides: leading the frontiers of semiconductor technology,IOP Publishing,2024,22,,True,Pending
10.1002/smll.202309750,Nanoarchitectonics toward Full Coverage of CdZnS Nanospheres by Layered Double Hydroxides for Enhanced Visible‐Light‐Driven H<sub>2</sub> Evolution,Wiley,2024,21,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202309750,True,Pending
10.1063/5.0188699,Ag@SnO2/CsPbBr3 nanocomposite gas sensor for well-behaved low-concentration ethanolamine sensing at room temperature,American Institute of Physics,2024,21,https://pubs.aip.org/aip/jap/article-pdf/doi/10.1063/5.0188699/19750212/084503_1_5.0188699.pdf,True,Pending
10.1021/acsanm.4c00094,Nb Doping and Alloying of 2D WS<sub>2</sub> by Atomic Layer Deposition for 2D Transition Metal Dichalcogenide Transistors and HER Electrocatalysts,American Chemical Society,2024,20,https://pubs.acs.org/doi/pdf/10.1021/acsanm.4c00094,True,Pending
10.53964/jmn.2024006,Thin Film Deposition Techniques: A Comprehensive Review,Journal of Modern Nanotechnology,2024,20,https://image.innovationforever.com//file/20241121/cfb8f3e041a34bb298e01d3c3665582f/JMN20240268.pdf,True,Pending
10.1002/admi.202400408,Atomic Layer Processing (ALP): Ubi es et Quo Vadis?,Wiley,2024,4,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202400408,True,Pending
10.1088/2053-1583/ad1a6e,Area-selective chalcogenization of transition metals through graphene mask,IOP Publishing,2024,2,https://iopscience.iop.org/article/10.1088/2053-1583/ad1a6e/pdf,True,Pending
10.1116/6.0003316,Inhibition of atomic layer deposition of TiO2 by functionalizing silicon surface with 4-fluorophenylboronic acid,American Institute of Physics,2024,4,,True,Pending
10.1021/acs.langmuir.4c00763,Light-Mediated Contact Printing of Phosphorus Species onto Silicon Using Carbene-Based Molecular Layers,American Chemical Society,2024,3,https://pubs.acs.org/doi/pdf/10.1021/acs.langmuir.4c00763,True,Pending
10.35848/1882-0786/ada247,Surface patterning of wide-gap semiconducting β-Ga<sub>2</sub>O<sub>3</sub> thin films by area selective crystallization via room-temperature excimer laser annealing and low-toxic wet etching processes,Institute of Physics,2024,2,,True,Pending
10.7498/aps.73.20231779,Kinetic Monte Carlo simulation of selective area growth of mix deposited organic molecules,Science Press,2024,1,https://wulixb.iphy.ac.cn/pdf-content/10.7498/aps.73.20231779.pdf,True,Pending
10.3390/nano14110982,Degradation of Perfluorododecyl-Iodide Self-Assembled Monolayers upon Exposure to Ambient Light,Multidisciplinary Digital Publishing Institute,2024,1,https://www.mdpi.com/2079-4991/14/11/982/pdf?version=1717589622,True,Pending
10.1002/adma.202301204,High‐Throughput Area‐Selective Spatial Atomic Layer Deposition of SiO<sub>2</sub> with Interleaved Small Molecule Inhibitors and Integrated Back‐Etch Correction for Low Defectivity,Advanced Materials,2023,26,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202301204,True,Pending
10.1021/acs.langmuir.2c03214,Computational Investigation of Precursor Blocking during Area-Selective Atomic Layer Deposition Using Aniline as a Small-Molecule Inhibitor,American Chemical Society,2023,23,,True,Pending
10.1002/smll.202301774,Direct‐Patterning ZnO Deposition by Atomic‐Layer Additive Manufacturing Using a Safe and Economical Precursor,Wiley,2023,17,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202301774,True,Pending
10.1021/acs.chemmater.2c03404,Enhancing Performance and Function of Polymethacrylate Extreme Ultraviolet Resists Using Area-Selective Deposition,American Chemical Society,2023,13,,True,Pending
10.35848/1347-4065/acc3a7,Review of molecular layer deposition process and application to area selective deposition via graphitization,Institute of Physics,2023,10,https://iopscience.iop.org/article/10.35848/1347-4065/acc3a7/pdf,True,Pending
10.1021/acsami.3c01268,Systematic Studies into the Area Selectivity of Chemical Vapor Deposition Polymerization,American Chemical Society,2023,10,,True,Pending
10.1002/admi.202201934,Low Temperature Area Selective Atomic Layer Deposition of Ruthenium Dioxide Thin Films Using Polymers as Inhibition Layers,Wiley,2023,8,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202201934,True,Pending
10.1039/d3dt01435e,Inherent area-selective atomic layer deposition of ZnS,Royal Society of Chemistry,2023,8,https://pubs.rsc.org/en/content/articlepdf/2023/dt/d3dt01435e,True,Pending
10.1002/admi.202300163,Quantified Uniformity and Selectivity of TiO<sub>2</sub> Films in 45‐nm Half Pitch Patterns Using Area‐Selective Deposition Supercycles,Wiley,2023,7,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300163,True,Pending
10.1116/6.0002347,Aminosilane small molecule inhibitors for area-selective deposition: Study of substrate-inhibitor interfacial interactions,American Institute of Physics,2023,19,,True,Pending
10.1016/j.apsusc.2023.157645,Development of low-temperature bonding platform using ultra-thin area selective deposition for heterogeneous integration,Elsevier BV,2023,16,,True,Pending
10.1002/smll.202300290,Self‐Formation of a Ru/ZnO Multifunctional Bilayer for the Next‐Generation Interconnect Technology via Area‐Selective Atomic Layer Deposition,Wiley,2023,15,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202300290,True,Pending
10.3390/coatings13030558,Multiscale CFD Modeling of Area-Selective Atomic Layer Deposition: Application to Reactor Design and Operating Condition Calculation,Multidisciplinary Digital Publishing Institute,2023,14,https://www.mdpi.com/2079-6412/13/3/558/pdf?version=1678091360,True,Pending
10.1021/acs.jpcc.3c03063,Area-Selective Low-Pressure Thermal Atomic Layer Deposition of Aluminum Nitride,American Chemical Society,2023,7,,True,Pending
10.3390/ma16134688,Area-Selective Atomic Layer Deposition of ZnO on Si\SiO2 Modified with Tris(dimethylamino)methylsilane,Multidisciplinary Digital Publishing Institute,2023,5,https://www.mdpi.com/1996-1944/16/13/4688/pdf?version=1688015547,True,Pending
10.3390/coatings14010038,Machine Learning Modeling and Run-to-Run Control of an Area-Selective Atomic Layer Deposition Spatial Reactor,Multidisciplinary Digital Publishing Institute,2023,5,https://www.mdpi.com/2079-6412/14/1/38/pdf?version=1703685870,True,Pending
10.1016/j.apsusc.2023.157222,300 mm-wafer metrology for area-selective deposition in nanoscale patterns: A case study for ruthenium atomic layer deposition,Elsevier BV,2023,4,https://ars.els-cdn.com/content/image/1-s2.0-S0169433223009005-ga1_lrg.jpg,True,Pending
10.1021/acs.chemmater.3c01185,Area-Selective Etching of Poly(methyl methacrylate) Films by Catalytic Decomposition,American Chemical Society,2023,4,,True,Pending
10.1080/15980316.2023.2189079,Area-selective atomic layer deposition of Al<sub>2</sub>O<sub>3</sub> using inkjet-printed inhibition patterns and lift-off process,Taylor & Francis,2023,3,https://www.tandfonline.com/doi/pdf/10.1080/15980316.2023.2189079?download=true,True,Pending
10.1116/6.0002275,Masked-assisted radial-segmented target pulsed-laser deposition: A novel method for area-selective deposition using pulsed-laser deposition,American Institute of Physics,2023,4,https://avs.scitation.org/doi/pdf/10.1116/6.0002275,True,Pending
10.4150/kpmi.2023.30.2.156,Recent Studies on Area Selective Atomic Layer Deposition of Elemental Metals,Hanguk bunmal jaeryo hakoeji,2023,3,,True,Pending
10.1021/acsenergylett.2c02363,Ligand Chemistry of Inorganic Lead Halide Perovskite Nanocrystals,American Chemical Society,2023,289,,True,Pending
10.1038/s41467-023-37139-y,AlphaFlow: autonomous discovery and optimization of multi-step chemistry using a self-driven fluidic lab guided by reinforcement learning,Nature Portfolio,2023,155,https://www.nature.com/articles/s41467-023-37139-y.pdf,True,Pending
10.1186/s40580-023-00403-4,Role of oxygen vacancies in ferroelectric or resistive switching hafnium oxide,Springer Nature,2023,127,https://nanoconvergencejournal.springeropen.com/counter/pdf/10.1186/s40580-023-00403-4,True,Pending
10.1088/2631-7990/acb46d,Atomic layer deposition for nanoscale oxide semiconductor thin film transistors: review and outlook,IOP Publishing,2023,90,https://iopscience.iop.org/article/10.1088/2631-7990/acb46d/pdf,True,Pending
10.3390/s23208648,Wearable Nano-Based Gas Sensors for Environmental Monitoring and Encountered Challenges in Optimization,Multidisciplinary Digital Publishing Institute,2023,79,https://www.mdpi.com/1424-8220/23/20/8648/pdf?version=1698069187,True,Pending
10.1002/adma.202304044,Review—Extremely Thin Amorphous Indium Oxide Transistors,Advanced Materials,2023,74,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202304044,True,Pending
10.1038/s41467-023-41868-5,CMOS backend-of-line compatible memory array and logic circuitries enabled by high performance atomic layer deposited ZnO thin-film transistor,Nature Portfolio,2023,61,https://www.nature.com/articles/s41467-023-41868-5.pdf,True,Pending
10.1002/anie.202309066,Efficient Photocatalytic Cleavage of Lignin Models by a Soluble Perylene Diimide/Carbon Nitride S‐Scheme Heterojunction,Wiley,2023,54,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202309066,True,Pending
10.3390/molecules28186710,Application of Semiconductor Metal Oxide in Chemiresistive Methane Gas Sensor: Recent Developments and Future Perspectives,Multidisciplinary Digital Publishing Institute,2023,51,https://www.mdpi.com/1420-3049/28/18/6710/pdf?version=1695197816,True,Pending
10.1038/s41467-023-36619-5,A general thermodynamics-triggered competitive growth model to guide the synthesis of two-dimensional nonlayered materials,Nature Portfolio,2023,49,https://www.nature.com/articles/s41467-023-36619-5.pdf,True,Pending
10.3390/catal13050858,Synthetic Methods and Applications of Carbon Nanodots,Multidisciplinary Digital Publishing Institute,2023,49,https://www.mdpi.com/2073-4344/13/5/858/pdf?version=1683612150,True,Pending
10.1038/s41928-023-01013-y,Optogenetic stimulation probes with single-neuron resolution based on organic LEDs monolithically integrated on CMOS,Nature Portfolio,2023,49,https://www.nature.com/articles/s41928-023-01013-y.pdf,True,Pending
10.1038/s41699-023-00379-z,Large-area synthesis of high electrical performance MoS2 by a commercially scalable atomic layer deposition process,Nature Portfolio,2023,46,https://www.nature.com/articles/s41699-023-00379-z.pdf,True,Pending
10.1109/ted.2023.3240683,Record RF Power Performance at 94 GHz From Millimeter-Wave N-Polar GaN-on-Sapphire Deep-Recess HEMTs,Institute of Electrical and Electronics Engineers,2023,45,https://ieeexplore.ieee.org/ielx7/16/10081247/10038498.pdf,True,Pending
10.1002/smll.202301485,PdRh‐Sensitized Iron Oxide Ultrathin Film Sensors and Mechanistic Investigation by Operando TEM and DFT Calculation,Wiley,2023,45,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202301485,True,Pending
10.1016/j.matt.2023.07.012,"Wafer-scale growth of two-dimensional, phase-pure InSe",Elsevier BV,2023,43,http://www.cell.com/article/S2590238523003685/pdf,True,Pending
10.1021/acs.chemmater.3c01635,Cs<sub>3</sub>Bi<sub>2</sub>Br<sub>9</sub>/g-C<sub>3</sub>N<sub>4</sub> Direct Z-Scheme Heterojunction for Enhanced Photocatalytic Reduction of CO<sub>2</sub> to CO,American Chemical Society,2023,40,,True,Pending
10.1002/admi.202300420,Vapor‐Phase Infiltrated Organic–Inorganic Positive‐Tone Hybrid Photoresist for Extreme UV Lithography,Wiley,2023,38,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300420,True,Pending
10.1109/jeds.2023.3253137,High Temperature Operation of E-Mode and D-Mode AlGaN/GaN MIS-HEMTs With Recessed Gates,Institute of Electrical and Electronics Engineers,2023,34,https://ieeexplore.ieee.org/ielx7/6245494/6423298/10061582.pdf,True,Pending
10.1016/j.optmat.2023.114237,"Optical properties of plasmonic titanium nitride thin films from ultraviolet to mid-infrared wavelengths deposited by pulsed-DC sputtering, thermal and plasma-enhanced atomic layer deposition",Elsevier BV,2023,34,,True,Pending
10.1021/acs.chemmater.4c02557,Accurately Computed Dimerization Trends of ALD Precursors and Their Impact on Surface Reactivity in Area-Selective Atomic Layer Deposition,American Chemical Society,2025,10,,True,Pending
10.1021/acs.chemmater.4c03477,"Computational <i>Ab Initio</i> Approaches for Area-Selective Atomic Layer Deposition: Methods, Status, and Perspectives",American Chemical Society,2025,10,,True,Pending
10.1055/s-0043-1761309,Chemical and Topological Control of Surfaces Using Functional Parylene Coatings,Georg Thieme Verlag,2023,5,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0043-1761309.pdf,True,Pending
10.3390/nano13192713,Stearic Acid as an Atomic Layer Deposition Inhibitor: Spectroscopic Insights from AFM-IR,Multidisciplinary Digital Publishing Institute,2023,5,https://www.mdpi.com/2079-4991/13/19/2713/pdf?version=1696582139,True,Pending
10.1116/6.0002493,<i>In situ</i> analysis of nucleation reactions during TiCl4/H2O atomic layer deposition on SiO2 and H-terminated Si surfaces treated with a silane small molecule inhibitor,American Institute of Physics,2023,8,,True,Pending
10.4028/p-0njbb4,Chemical Identification of Sub-20 nm Defects and Sub-Monolayer Residues with Nano IR PiFM,Scientific.net,2023,3,,True,Pending
10.1007/s11090-023-10355-6,Immobilized Microdischarges in Pulsed DBD Plasmas for Localized Deposition and Patterning of Polymer-Like Films,Springer Science+Business Media,2023,3,,True,Pending
10.2478/lpts-2023-0035,Selective Patterned Growth of ZnO Nanoneedle Arrays,De Gruyter Open,2023,2,,True,Pending
10.3390/nano13030466,Modeling of Masked Droplet Deposition for Site-Controlled Ga Droplets,Multidisciplinary Digital Publishing Institute,2023,1,https://www.mdpi.com/2079-4991/13/3/466/pdf?version=1675655363,True,Pending
10.1038/s41467-023-37358-3,An electron-hole rich dual-site nickel catalyst for efficient photocatalytic overall water splitting,Nature Portfolio,2023,164,https://www.nature.com/articles/s41467-023-37358-3.pdf,True,Pending
10.1021/acsnano.3c02092,Rational Synthesis of Au–CdS Composite Photocatalysts for Broad-Spectrum Photocatalytic Hydrogen Evolution,American Chemical Society,2023,127,,True,Pending
10.1038/s41586-023-06932-6,Designer phospholipid capping ligands for soft metal halide nanocrystals,Nature Portfolio,2023,123,https://www.nature.com/articles/s41586-023-06932-6.pdf,True,Pending
10.1002/anie.202305639,Directional and Ultrafast Charge Transfer in Oxygen‐Vacancy‐Rich ZnO@Single‐Atom Cobalt Core‐Shell Junction for Photo‐Fenton‐Like Reaction,Wiley,2023,110,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202305639,True,Pending
10.1186/s12951-023-02153-1,Field effect transistor based wearable biosensors for healthcare monitoring,BioMed Central,2023,99,https://jnanobiotechnology.biomedcentral.com/counter/pdf/10.1186/s12951-023-02153-1,True,Pending
10.1002/aenm.202300257,Biomass Photoreforming for Hydrogen and Value‐Added Chemicals Co‐Production on Hierarchically Porous Photocatalysts,Wiley,2023,88,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202300257,True,Pending
10.1002/smll.202305241,Deciphering the Space Charge Effect of the CoNiLDH/FeOOH n–n Heterojunction for Efficient Electrocatalytic Oxygen Evolution,Wiley,2023,81,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202305241,True,Pending
10.1021/acs.chemmater.2c03023,Facile High-Yield Synthesis of Ag–In–Ga–S Quaternary Quantum Dots and Coating with Gallium Sulfide Shells for Narrow Band-Edge Emission,American Chemical Society,2023,78,https://pubs.acs.org/doi/pdf/10.1021/acs.chemmater.2c03023,True,Pending
10.1002/exp.20220169,Progress on quantum dot photocatalysts for biomass valorization,Wiley,2023,61,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/EXP.20220169,True,Pending
10.1002/anie.202314243,Triangle Cl−Ag<sub>1</sub>−Cl Sites for Superior Photocatalytic Molecular Oxygen Activation and NO Oxidation of BiOCl,Wiley,2023,61,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202314243,True,Pending
10.1016/j.ceramint.2023.03.141,"Reinforcement of structural, thermal and electrical properties and antibacterial activity of PVA/SA blend filled with hybrid nanoparticles (Ag and TiO2 NPs): Nanodielectric for energy storage and food packaging industries",Elsevier BV,2023,60,,True,Pending
10.1038/s41467-023-37296-0,Halide Perovskite glues activate two-dimensional covalent organic framework crystallites for selective NO2 sensing,Nature Portfolio,2023,60,https://www.nature.com/articles/s41467-023-37296-0.pdf,True,Pending
10.1002/adfm.202304064,Toward High Bias‐Stress Stability P‐Type GaSb Nanowire Field‐Effect‐Transistor for Gate‐Controlled Near‐Infrared Photodetection and Photocommunication,Wiley,2023,57,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202304064,True,Pending
10.1002/adfm.202309426,Breaking the Selectivity Barrier: Reactive Oxygen Species Control in Photocatalytic Nitric Oxide Conversion,Wiley,2023,53,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202309426,True,Pending
10.1021/acs.jpcc.1c10816,Relation between Reactive Surface Sites and Precursor Choice for Area-Selective Atomic Layer Deposition Using Small Molecule Inhibitors,American Chemical Society,2022,50,https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.1c10816,True,Pending
10.1002/adma.202211814,Reactive Deposition Versus Strong Electrostatic Adsorption (SEA): A Key to Highly Active Single Atom Co‐Catalysts in Photocatalytic H<sub>2</sub> Generation,Advanced Materials,2023,49,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202211814,True,Pending
10.1002/aenm.202203827,Surface Unsaturated Sulfur Modulates Pt Sub‐Nanoparticles on Tandem Homojunction CdS for Efficient Electron Extraction,Wiley,2023,47,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202203827,True,Pending
10.1021/acsami.3c00955,Surface-Specific Modification of Graphitic Carbon Nitride by Plasma for Enhanced Durability and Selectivity of Photocatalytic CO<sub>2</sub> Reduction with a Supramolecular Photocatalyst,American Chemical Society,2023,39,,True,Pending
10.1088/1361-6463/acd9d5,"A review of plasma-induced defects: detection, kinetics and advanced management",Institute of Physics,2023,38,https://iopscience.iop.org/article/10.1088/1361-6463/acd9d5/pdf,True,Pending
10.1038/s41467-022-35428-6,Gradient area-selective deposition for seamless gap-filling in 3D nanostructures through surface chemical reactivity control,Nature Portfolio,2022,30,,True,Pending
10.1021/acs.chemmater.4c02777,Oriented and Area-Selective Growth of Zeolitic Imidazolate Framework-8 Films by Molecular Layer Deposition,American Chemical Society,2025,6,,True,Pending
10.4150/jpm.2025.00094,Self-Assembled Monolayers in Area-Selective Atomic Layer Deposition and Their Challenges,Hanguk bunmal jaeryo hakoeji,2025,1,,True,Pending
10.1007/s41871-022-00136-8,Advances in Atomic Layer Deposition,Springer Science+Business Media,2022,120,https://link.springer.com/content/pdf/10.1007/s41871-022-00136-8.pdf,True,Pending
10.1063/5.0106132,Mechanisms for undesired nucleation on H-terminated Si and dimethylamino-trimethylsilane passivated SiO2 during TiO2 area-selective atomic layer deposition,American Institute of Physics,2022,17,,True,Pending
10.1021/acs.jpcc.2c01311,Selective Hydroxylation of In<sub>2</sub>O<sub>3</sub> as A Route to Site-Selective Atomic Layer Deposition,American Chemical Society,2022,17,,True,Pending
10.1021/acs.chemmater.2c02084,Substrate-Dependent Area-Selective Atomic Layer Deposition of Noble Metals from Metal β-Diketonate Precursors,American Chemical Society,2022,17,,True,Pending
10.1038/s41598-022-22645-8,Quantification of area-selective deposition on nanometer-scale patterns using Rutherford backscattering spectrometry,Nature Portfolio,2022,10,https://www.nature.com/articles/s41598-022-22645-8.pdf,True,Pending
10.1117/12.2613815,Improving polymethacrylate EUV resists with TiO2 area-selective deposition,,2022,4,,True,Pending
10.1116/6.0002096,Packing of inhibitor molecules during area-selective atomic layer deposition studied using random sequential adsorption simulations,American Institute of Physics,2022,25,https://pubs.aip.org/avs/jva/article-pdf/doi/10.1116/6.0002096/16630436/062409_1_online.pdf,True,Pending
10.1016/j.solmat.2022.111869,Temporal and spatial atomic layer deposition of Al-doped zinc oxide as a passivating conductive contact for silicon solar cells,Elsevier BV,2022,19,,True,Pending
10.1002/admi.202201110,Area‐Selective Atomic Layer Deposition on Functionalized Graphene Prepared by Reversible Laser Oxidation,Wiley,2022,18,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202201110,True,Pending
10.1002/admi.202202134,Sequential Use of Orthogonal Self‐Assembled Monolayers for Area‐Selective Atomic Layer Deposition of Dielectric on Metal,Wiley,2022,14,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202202134,True,Pending
