doi,title,publisher,publication_year,cited_by_count,pdf_url,open_access,download_status
10.1021/acs.chemmater.3c03158,“Dual-Tone” Area-Selective Deposition: Selectivity Inversion of Polymer on Patterned Si/SiO<sub>2</sub> Starting Surfaces,American Chemical Society,2024,7,,False,Success (drission)
10.1002/admt.202301820,Selectivity and Growth Rate Modulations for Ruthenium Area‐selective Deposition by Co‐Reagent and Nanopattern Design,Wiley,2024,6,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202301820,True,Success (api)
10.1021/acs.chemmater.4c00286,Low-Temperature Dechlorosilylation Chemistry for Area-Selective Deposition of Ge<sub>2</sub>Sb<sub>2</sub>Te<sub>5</sub> and Its Mechanism in Nanopatterns,American Chemical Society,2024,6,,False,Success (drission)
10.1021/acsami.4c04558,Enhanced Deposition Selectivity of High-<i>k</i> Dielectrics by Vapor Dosing and Selective Removal of Phosphonic Acid Inhibitors,American Chemical Society,2024,5,,False,Success (drission)
10.1021/acs.chemmater.4c01133,Area-Selective Atomic Layer Deposition of Ruthenium via Reduction of Interfacial Oxidation,American Chemical Society,2024,5,,False,Success (drission)
10.1016/j.apmt.2024.102160,Self-isolating electrode deposition process using the area-selective MoO2 and MoO3 atomic layer deposition technique,Elsevier BV,2024,4,,False,Success (drission)
10.1039/d4cp03117b,Understanding the role of carboxylic acid surfactants in the growth inhibition effect during area-selective atomic layer deposition: the case of ZnO growth on Cu and Cu<sub>2</sub>O,Royal Society of Chemistry,2024,4,https://pubs.rsc.org/en/content/articlepdf/2024/cp/d4cp03117b,True,Success (direct_oa)
10.1021/acs.chemmater.4c02231,Role of Molecular Orientation: Comparison of Nitrogenous Aromatic Small Molecule Inhibitors for Area-Selective Atomic Layer Deposition,American Chemical Society,2024,4,,False,Success (drission)
10.1021/acs.jpcc.4c02884,Mechanisms of Area-Selective Atomic Layer Deposition and Their Impact on Feature Sizes,American Chemical Society,2024,2,,True,Success (drission)
10.1116/6.0003838,Stochastic lattice model for atomic layer deposition and area-selective deposition of metal oxides: Visualization and analysis of lateral overgrowth during area-selective deposition,American Institute of Physics,2024,2,,False,FAIL_NO_CANDIDATE
10.1016/j.jsamd.2024.100754,Adsorption of dimethylaluminum isopropoxide (DMAI) on the Al2O3 surface: A machine-learning potential study,Elsevier BV,2024,13,,True,Success (drission)
10.1021/acsami.3c17917,Unfolding an Elusive Area-Selective Deposition Process: Atomic Layer Deposition of TiO<sub>2</sub> and TiON on SiN vs SiO<sub>2</sub>,American Chemical Society,2024,12,,False,Success (drission)
10.1016/j.cej.2024.150760,Highly area-selective atomic layer deposition of device-quality Hf1-xZrxO2 thin films through catalytic local activation,Elsevier BV,2024,12,,False,Success (drission)
10.1021/acsami.3c14821,Reactive Vapor-Phase Inhibitors for Area-Selective Depositions at Tunable Critical Dimensions,American Chemical Society,2024,11,,False,FAIL_BLOCK
10.1002/adma.202313571,Area‐Selective Chemical Vapor Deposition of Gold by Electron Beam Seeding,Advanced Materials,2024,10,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202313571,True,Success (api)
10.1016/j.apsusc.2024.160099,Area-selective atomic layer deposition of Ru thin films by chemo-selective inhibition of alkyl aldehyde molecules on nitride surfaces,Elsevier BV,2024,10,,False,Success (drission)
10.1021/acs.chemmater.3c03161,HfO<sub>2</sub> Area-Selective Atomic Layer Deposition with a Carbon-Free Inhibition Layer,American Chemical Society,2024,10,,False,Success (drission)
10.1016/j.matlet.2024.136570,Selective nitride passivation using vapor-dosed aldehyde inhibitors for area-selective atomic layer deposition,Elsevier BV,2024,10,,False,Success (drission)
10.1016/j.bios.2024.116433,Controllable ion design in flexible metal organic framework film for performance regulation of electrochemical biosensing,Elsevier BV,2024,7,,False,Success (drission)
10.1002/smll.202402543,Sustained Area‐Selectivity in Atomic Layer Deposition of Ir Films: Utilization of Dual Effects of O<sub>3</sub> in Deposition and Etching,Wiley,2024,7,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202402543,True,Success (api)
10.1016/j.dche.2024.100140,Multiscale computational fluid dynamics modeling of an area-selective atomic layer deposition process using a discrete feed method,Elsevier BV,2024,11,,True,FAIL_NO_CANDIDATE
10.3390/mi15020261,Area-Selective Growth of Zinc Oxide Nanowire Arrays for Piezoelectric Energy Harvesting,Multidisciplinary Digital Publishing Institute,2024,9,https://www.mdpi.com/2072-666X/15/2/261/pdf?version=1707562578,True,Success (drission)
10.1116/6.0003941,Preparation of Br-terminated Si(100) and Si(111) surfaces and their use as atomic layer deposition resists,American Institute of Physics,2024,6,,False,FAIL_BLOCK
10.1021/acsmaterialslett.4c01024,Photocatalytic Surface Initiation for Area-Selective Chemical Vapor Deposition of Polymer Thin Film,American Chemical Society,2024,5,,False,Success (drission)
10.1021/acsnano.4c10387,Toward Spatial Control of Reaction Selectivity on Photocatalysts Using Area-Selective Atomic Layer Deposition on the Model Dual Site Electrocatalyst Platform,American Chemical Society,2024,5,,True,Success (drission)
10.1021/acs.chemmater.4c00475,Area Selective Deposition of Ru on W/SiO<sub>2</sub> Nanopatterns via Sequential Reactant Dosing and Thermal Defect Correction,American Chemical Society,2024,4,,False,Success (drission)
10.1116/6.0003790,Inherent area selective deposition of silicon dioxide in multilayer 3D SiO<i>x</i>–SiN<i>x</i> stacks,American Institute of Physics,2024,3,,False,Success (drission)
10.1116/6.0003847,Effect of Al precursor’s properties on interactions with self-assembled monolayers for area selective deposition,American Institute of Physics,2024,3,,False,Success (drission)
10.1016/j.xcrp.2024.102254,Area-selective deposition of lateral van der Waals semiconductor heterostructures,Elsevier BV,2024,3,,True,Success (drission)
10.1002/adhm.202403149,Area Selective Atomic Layer Deposition for the Use on Active Implants: An Overview of Available Process Technology,Wiley,2024,3,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adhm.202403149,True,Success (api)
10.3390/nano14141212,Area-Selective Atomic Layer Deposition of Ru Using Carbonyl-Based Precursor and Oxygen Co-Reactant: Understanding Defect Formation Mechanisms,Multidisciplinary Digital Publishing Institute,2024,2,https://www.mdpi.com/2079-4991/14/14/1212/pdf?version=1721200561,True,Success (drission)
10.1116/6.0003261,Area-selective atomic layer deposition of palladium,American Institute of Physics,2024,2,,False,Success (drission)
10.1016/j.surfin.2024.104133,In situ differential atomic force microscopy (AFM) measurement for ultra-thin Thiol SAM patterns by area-selective deposition technique,Elsevier BV,2024,2,,False,Success (drission)
10.7567/ssdm.2024.c-4-02,Development of Hybrid Bonding Using Area-Selective Passivation Layer Deposition Technology on Various Substrates for Heterogeneous Integrated Structure,,2024,1,,False,FAIL_NO_CANDIDATE
10.35848/1347-4065/ad9481,Development of hybrid bonding using area-selective passivation layer deposition technology on various substrates for heterogeneous integrated structure,Institute of Physics,2024,1,https://iopscience.iop.org/article/10.35848/1347-4065/ad9481/pdf,True,Success (drission)
10.1021/acs.chemmater.4c02521,Area-Selective Molecular Layer Deposition of Alucone on Photoresist for Enhanced Pattern Transfer,American Chemical Society,2024,1,,False,Success (drission)
10.1021/acsomega.3c08717,"A Review of Synthesis Methods, Modifications, and Mechanisms of ZnO/TiO<sub>2</sub>-Based Photocatalysts for Photodegradation of Contaminants",American Chemical Society,2024,243,https://pubs.acs.org/doi/pdf/10.1021/acsomega.3c08717,True,FAIL_BLOCK
10.1021/acscatal.3c05412,Isolated Cu Sites in CdS Hollow Nanocubes with Doping-Location-Dependent Performance for Photocatalytic CO<sub>2</sub> Reduction,American Chemical Society,2024,100,,False,Success (drission)
10.1002/adfm.202407217,Built‐In Electric Field Enhancement Strategy Induced by Cross‐Dimensional Nano‐Heterointerface Design for Electromagnetic Wave Absorption,Wiley,2024,87,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202407217,True,Success (api)
10.1016/j.ccr.2024.215942,"ZnO nanostructures – Future frontiers in photocatalysis, solar cells, sensing, supercapacitor, fingerprint technologies, toxicity, and clinical diagnostics",Elsevier BV,2024,84,,True,FAIL_NO_CANDIDATE
10.1016/j.catcom.2024.106914,"Synthesis, properties, and utilization of carbon quantum dots as photocatalysts on degradation of organic dyes: A mini review",Elsevier BV,2024,66,,True,Success (drission)
10.1038/s41566-023-01356-0,Surface-defect-passivation-enabled near-unity charge collection efficiency in bromide-based perovskite gamma-ray spectrum devices,Nature Portfolio,2024,62,,False,Success (drission)
10.1002/anie.202416453,Single‐Atom Catalysts on C<sub>3</sub>N<sub>4</sub>: Minimizing Single Atom Pt Loading for Maximized Photocatalytic Hydrogen Production Efficiency,Wiley,2024,53,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202416453,True,Success (api)
10.1016/j.apcatb.2024.124297,Hydrogen bond-assisted construction of MOF/semiconductor heterojunction photocatalysts for highly efficient electron transfer,Elsevier BV,2024,47,,False,Success (drission)
10.1016/j.rser.2024.114615,Theoretical and experimental progress in photothermal catalysis for sustainable energy and environmental protection: Key problems and strategies towards commercialization,Elsevier BV,2024,46,,False,Success (drission)
10.1021/jacs.3c12630,Tuning Energy Transfer Pathways in Halide Perovskite–Dye Hybrids through Bandgap Engineering,American Chemical Society,2024,43,,True,FAIL_BLOCK
10.1021/acs.chemmater.3c02223,Review of Material Properties of Oxide Semiconductor Thin Films Grown by Atomic Layer Deposition for Next-Generation 3D Dynamic Random-Access Memory Devices,American Chemical Society,2024,39,,False,Success (drission)
10.1021/acs.accounts.4c00387,"Solid-Solution MXenes: Synthesis, Properties, and Applications",American Chemical Society,2024,39,,False,Success (drission)
10.1002/advs.202306798,Colloidal InAs Quantum Dot‐Based Infrared Optoelectronics Enabled by Universal Dual‐Ligand Passivation,Wiley,2024,35,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202306798,True,Success (api)
10.1016/j.ccr.2024.215870,"Unveiling cutting-edge progress in the fundamentals of MXene: Synthesis strategies, energy and bio-environmental applications",Elsevier BV,2024,35,,False,FAIL_NO_CANDIDATE
10.1002/advs.202304046,Precise Design of TiO<sub>2</sub>@CoO<sub>x</sub> Heterostructure via Atomic Layer Deposition for Synergistic Sono‐Chemodynamic Oncotherapy,Wiley,2024,31,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202304046,True,Success (api)
10.1016/j.snb.2024.135542,Ultra-dense SnO2 QDs-decorated MXene nanosheets with high water dispersibility for rapid NH3 sensing at room temperature,Elsevier BV,2024,31,,False,Success (drission)
10.1002/admi.202301097,Reliability Engineering of High‐Mobility IGZO Transistors via Gate Insulator Heterostructures Grown by Atomic Layer Deposition,Wiley,2024,31,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202301097,True,Success (api)
10.1021/acsenergylett.4c01240,Tailoring the Surface Termination of BiVO<sub>4</sub> Photoanodes Using Ammonium Metavanadate Enhances the Solar Water Oxidation Performance,American Chemical Society,2024,31,,True,Success (drission)
10.1021/acs.analchem.4c02179,Self-Assembled Perylene Diimide (PDI) Nanowire Sensitized In<sub>2</sub>O<sub>3</sub>@MgIn<sub>2</sub>S<sub>4</sub> S-Scheme Heterojunction as Photoelectrochemical Biosensing Platform for the Detection of CA15–3,American Chemical Society,2024,31,,False,Success (drission)
10.1021/acsnano.3c10495,Nonconventional Strain Engineering for Uniform Biaxial Tensile Strain in MoS<sub>2</sub> Thin Film Transistors,American Chemical Society,2024,29,,False,FAIL_BLOCK
10.1016/j.snb.2024.135701,Polycrystalline hollow MOF derived Co3O4 semiconductor to achieve room-temperature ammonia detection in human exhaled breath,Elsevier BV,2024,29,,False,Success (drission)
10.1021/acsanm.3c05859,Design of Ti<sub>3</sub>C<sub>2</sub>T<sub><i>x</i></sub>/SnO<sub>2</sub>-Selective Ethanolamine Sensor,American Chemical Society,2024,28,,False,Success (drission)
10.1016/j.jmst.2024.04.016,Advancements in two-dimensional Ti3C2 MXene interfaced semiconductors for room temperature NO2 gas sensing: A review,Elsevier BV,2024,28,,False,FAIL_NO_CANDIDATE
10.1021/accountsmr.3c00230,Catalytic Biomaterials,American Chemical Society,2024,26,,False,Success (drission)
10.1021/acsanm.3c05945,Regulating Photocurrent Polarity Reversal Point in α-Ga<sub>2</sub>O<sub>3</sub> Nanorod Arrays for Combinational Logic Circuit Applications,American Chemical Society,2024,25,,False,Success (drission)
10.1016/j.jece.2024.111991,Fabrication of MoSe2/Bi3O4Br Z-scheme heterojunction with enhanced photocatalytic performance,Elsevier BV,2024,25,,False,Success (drission)
10.1016/j.cej.2024.150100,Toward highly-robust MXene hybrid memristor by synergetic ionotronic modification and two-dimensional heterojunction,Elsevier BV,2024,25,,False,Success (drission)
10.1016/j.scitotenv.2024.172816,Recent progression in MXene-based catalysts for emerging photocatalytic applications of CO2 reduction and H2 production: A review,Elsevier BV,2024,25,,False,Success (drission)
10.1007/s10311-024-01758-8,Nanomaterials for surface-enhanced Raman spectroscopy-based metal detection: a review,Springer Science+Business Media,2024,24,,False,Success (drission)
10.1016/j.cej.2024.149657,Development of a lanthanum-based metal–organic framework electrode for highly selective fluoride removal by capacitive deionization (CDI): Performances and mechanisms,Elsevier BV,2024,23,,False,Success (drission)
10.1002/solr.202400268,Investigation of the Ag–Si Contact Characteristics of Boron Emitters for n‐Tunnel Oxide‐Passivated Contact Solar Cells Metallized by Laser‐Assisted Current Injection Treatment,Wiley,2024,23,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/solr.202400268,True,Success (api)
10.1038/s41928-024-01202-3,Vertically grown metal nanosheets integrated with atomic-layer-deposited dielectrics for transistors with subnanometre capacitance-equivalent thicknesses,Nature Portfolio,2024,23,,False,Success (drission)
10.1002/cssc.202401875,Surface Ligands for Perovskite Quantum Dots,Wiley,2024,23,,False,Success (api)
10.1088/1402-4896/ad1e44,A review of novel methods to improve the optical and electrical properties of n-type and p-type sulphides and oxides: leading the frontiers of semiconductor technology,IOP Publishing,2024,22,,True,Success (drission)
10.1002/smll.202309750,Nanoarchitectonics toward Full Coverage of CdZnS Nanospheres by Layered Double Hydroxides for Enhanced Visible‐Light‐Driven H<sub>2</sub> Evolution,Wiley,2024,21,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202309750,True,Success (api)
10.1063/5.0188699,Ag@SnO2/CsPbBr3 nanocomposite gas sensor for well-behaved low-concentration ethanolamine sensing at room temperature,American Institute of Physics,2024,21,https://pubs.aip.org/aip/jap/article-pdf/doi/10.1063/5.0188699/19750212/084503_1_5.0188699.pdf,True,FAIL_BLOCK
10.1016/j.susmat.2024.e00935,Recent advances and prospects in MOF/MXene sensors,Elsevier BV,2024,21,,False,FAIL_NO_CANDIDATE
10.1016/j.surfin.2024.104073,"Quantum capacitance, structural, optical and electronic properties of Zr2CT2 (T = F, P, Cl, Se, Br, O, S, OH) MXenes: A DFT study",Elsevier BV,2024,20,,False,Success (drission)
10.1021/acsanm.4c00094,Nb Doping and Alloying of 2D WS<sub>2</sub> by Atomic Layer Deposition for 2D Transition Metal Dichalcogenide Transistors and HER Electrocatalysts,American Chemical Society,2024,20,https://pubs.acs.org/doi/pdf/10.1021/acsanm.4c00094,True,Success (drission)
10.1021/acsami.4c08379,Atomic Layer Growth of Rutile TiO<sub>2</sub> Films with Ultrahigh Dielectric Constants via Crystal Orientation Engineering,American Chemical Society,2024,20,,False,Success (drission)
10.1007/s12598-024-02864-w,Halide perovskite‐based heterostructures for photocatalytic CO <sub>2</sub> conversion,Springer Science+Business Media,2024,20,,False,FAIL_NO_CANDIDATE
10.53964/jmn.2024006,Thin Film Deposition Techniques: A Comprehensive Review,Journal of Modern Nanotechnology,2024,20,https://image.innovationforever.com//file/20241121/cfb8f3e041a34bb298e01d3c3665582f/JMN20240268.pdf,True,Success (direct_oa)
10.1002/admi.202400408,Atomic Layer Processing (ALP): Ubi es et Quo Vadis?,Wiley,2024,4,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202400408,True,Success (api)
10.1088/2053-1583/ad1a6e,Area-selective chalcogenization of transition metals through graphene mask,IOP Publishing,2024,2,https://iopscience.iop.org/article/10.1088/2053-1583/ad1a6e/pdf,True,Success (drission)
10.1109/ectc51529.2024.00363,Low Temperature Cu/SiO<sub>2</sub> Hybrid Bonding Using Area-Selective Metal Passivation (Interface Metal) Technology for 3D IC and Advanced Packaging,,2024,6,,False,Success (drission)
10.1116/6.0003316,Inhibition of atomic layer deposition of TiO2 by functionalizing silicon surface with 4-fluorophenylboronic acid,American Institute of Physics,2024,4,,True,Success (drission)
10.1021/acs.langmuir.4c00763,Light-Mediated Contact Printing of Phosphorus Species onto Silicon Using Carbene-Based Molecular Layers,American Chemical Society,2024,3,https://pubs.acs.org/doi/pdf/10.1021/acs.langmuir.4c00763,True,Success (drission)
10.35848/1882-0786/ada247,Surface patterning of wide-gap semiconducting β-Ga<sub>2</sub>O<sub>3</sub> thin films by area selective crystallization via room-temperature excimer laser annealing and low-toxic wet etching processes,Institute of Physics,2024,2,,True,Success (drission)
10.7498/aps.73.20231779,Kinetic Monte Carlo simulation of selective area growth of mix deposited organic molecules,Science Press,2024,1,https://wulixb.iphy.ac.cn/pdf-content/10.7498/aps.73.20231779.pdf,True,Success (direct_oa)
10.3390/nano14110982,Degradation of Perfluorododecyl-Iodide Self-Assembled Monolayers upon Exposure to Ambient Light,Multidisciplinary Digital Publishing Institute,2024,1,https://www.mdpi.com/2079-4991/14/11/982/pdf?version=1717589622,True,Success (drission)
